veckonummer,Kommun_stadsdel,tot_antal_fall_per10000inv,antal_fall_per10000_inv,tot_antal_fall,nya_fall_vecka
26,Gislaved,141,55,422,166
26,Gnesta,70,1,80,1
26,Gnosjö,120,26,117,25
26,Gotland,26,4,153,21
26,Grums,38,2,34,2
26,Grästorp,49,11,28,6
26,Gullspång,42,11,22,6
26,Gällivare,277,110,485,192
26,Gävle,81,15,827,157
26,Göteborg Norra Hisingen,97,18,501,92
26,Gbg Angered,129,16,700,86
26,Göteborg Örgryte-Härlanda,109,12,671,74
26,Göteborg Västra Göteborg,91,8,491,42
26,Göteborg Lundby,103,13,568,71
26,Göteborg Askim-Frölunda-Högsbo,83,11,530,68
26,Göteborg Majorna-Linné,88,12,563,77
26,Göteborg Östra Göteborg,123,13,635,68
26,Göteborg Västra Hisingen,75,10,431,56
26,Göteborg Centrum,89,11,569,70
26,Götene,27,4,35,5
26,Habo,64,10,80,12
26,Hagfors,34,1,39,1
26,Hallsberg,51,2,82,3
26,Hallstahammar,58,13,95,21
26,Halmstad,34,4,347,40
26,Hammarö,27,4,45,6
26,Haninge,74,6,684,59
26,Haparanda,,,<15,<15
26,Heby,45,8,63,11
26,Hedemora,32,5,50,8
26,Helsingborg,44,4,653,66
26,Herrljunga,63,11,60,10
26,Hjo,45,11,41,10
26,Hofors,77,18,74,17
26,Huddinge,89,7,1000,80
26,Hudiksvall,99,8,374,30
26,Hultsfred,17,0,24,0
26,Hylte,33,10,36,11
26,Håbo,47,4,104,8
26,Hällefors,108,0,76,0
26,Härjedalen,80,5,81,5
26,Härnösand,35,2,87,6
26,Härryda,70,12,266,45
26,Hässleholm,28,6,148,30
26,Höganäs,30,1,82,3
26,Högsby,,,<15,<15
26,Hörby,16,0,25,0
26,Höör,11,2,19,3
26,Jokkmokk,,,<15,<15
26,Järfälla,81,5,647,43
26,Jönköping,139,24,1963,340
26,Kalix,38,8,60,12
26,Kalmar,34,2,234,16
26,Karlsborg,35,10,24,7
26,Karlshamn,10,2,34,5
26,Karlskoga,66,3,200,9
26,Karlskrona,50,3,331,19
26,Karlstad,36,6,340,54
26,Katrineholm,79,3,274,12
26,Kil,19,2,23,2
26,Kinda,78,0,78,0
26,Kiruna,71,14,163,33
26,Klippan,11,1,19,1
26,Knivsta,61,5,114,10
26,Kramfors,68,2,124,3
26,Kristianstad,11,1,91,5
26,Kristinehamn,43,2,104,6
26,Krokom,56,3,84,4
26,Kumla,79,4,172,9
26,Kungsbacka,46,7,385,63
26,Kungsör,67,8,58,7
26,Kungälv,69,10,320,45
26,Kävlinge,9,1,27,3
26,Köping,68,5,179,14
26,Laholm,40,11,104,28
26,Landskrona,14,2,66,10
26,Laxå,83,0,47,0
26,Lekeberg,39,1,32,1
26,Leksand,46,1,73,2
26,Lerum,89,16,379,70
26,Lessebo,32,3,28,3
26,Lidingö,79,5,381,25
26,Lidköping,64,12,257,47
26,Lilla Edet,60,11,85,15
26,Lindesberg,37,1,87,3
26,Linköping,67,9,1093,140
26,Ljungby,46,0,131,1
26,Ljusdal,43,8,82,16
26,Ljusnarsberg,,,<15,<15
26,Lomma,15,1,38,2
26,Ludvika,38,6,103,15
26,Luleå,27,5,207,36
26,Lund,20,2,256,25
26,Lycksele,,,<15,<15
26,Lysekil,37,2,54,3
26,Malmö Oxie,20,1,27,1
26,Malmö Södra Innerstaden,22,3,82,10
26,Malmö Fosie,35,5,162,21
26,Malmö Husie,26,2,61,4
26,Malmö Limhamn-Bunkeflo,19,1,102,6
26,Malmö Centrum,25,2,140,10
26,Malmö Hyllie,26,3,102,13
26,Malmös kmn Kirseberg,20,3,32,5
26,Malmö Västra Innerstaden,22,3,78,10
26,Malmö Rosengård,30,3,70,8
26,Malung,22,1,22,1
26,Malå,,,<15,<15
26,Mariestad,61,11,150,26
26,Mark,84,19,292,66
26,Markaryd,87,2,90,2
26,Mellerud,27,2,25,2
26,Mjölby,70,19,193,52
26,Mora,39,1,80,3
26,Motala,57,8,248,35
26,Mullsjö,58,18,42,13
26,Munkedal,38,5,40,5
26,Munkfors,217,13,81,5
26,Mölndal,81,11,559,76
26,Mönsterås,35,1,47,2
26,Mörbylånga,26,3,40,4
26,Nacka,76,6,804,68
26,Nora,29,5,31,5
26,Norberg,42,0,24,0
26,Nordanstig,62,11,59,10
26,Nordmaling,27,0,19,0
26,Norrköping,73,3,1042,50
26,Norrtälje,31,3,193,16
26,Norsjö,,,<15,<15
26,Nybro,28,2,57,4
26,Nykvarn,54,7,60,8
26,Nyköping,66,4,376,24
26,Nynäshamn,47,9,134,25
26,Nässjö,110,16,348,52
26,Ockelbo,98,8,58,5
26,Okänd,,,656,48
26,Olofström,13,1,17,1
26,Orsa,,,<15,<15
26,Orust,31,5,47,8
26,Osby,20,2,26,2
26,Oskarshamn,18,4,49,11
26,Ovanåker,83,4,97,5
26,Oxelösund,60,2,72,2
26,Pajala,30,3,18,2
26,Partille,104,17,410,68
26,Perstorp,,,<15,<15
26,Piteå,29,6,121,25
26,Ragunda,30,0,16,0
26,Robertsfors,52,0,35,0
26,Ronneby,19,1,55,4
26,Rättvik,27,2,30,2
26,Sala,100,8,228,19
26,Salem,85,7,143,11
26,Sandviken,90,19,352,75
26,Sigtuna,75,5,369,24
26,Simrishamn,,,<15,<15
26,Sjöbo,11,0,21,0
26,Skara,85,6,160,12
26,Skellefteå,33,3,238,20
26,Skinnskatteberg,,,<15,<15
26,Skurup,11,1,18,1
26,Skövde,99,13,558,75
26,Smedjebacken,44,1,48,1
26,Sollefteå,42,3,80,6
26,Sollentuna,72,6,531,41
26,Solna,78,6,647,52
26,Sorsele,,,<15,<15
26,Sotenäs,38,3,34,3
26,Staffanstorp,14,1,36,3
26,Stenungsund,43,8,116,22
26,Stockholm Bromma,75,8,602,65
26,Stockholm Älvsjö,93,9,292,29
26,Stockholm Östermalm,69,6,542,44
26,Skhlm Spånga-Tensta,102,6,397,25
26,Stockholm Södermalm,77,7,1004,96
26,Stockholm Farsta,96,9,571,52
26,Stockholm Hässelby-Vällingby,77,4,590,34
26,Stockholm Hägersten-Liljeholmen,70,8,644,75
26,Stockholms kommun Enskede-Årsta-Vantör,93,10,958,106
26,Stockholm Norrmalm,82,8,601,62
26,Stockholm - Kungsholmen,76,8,542,57
26,Stockholm kommun Skärholmen,120,12,455,47
26,Stockholm Skarpnäck,91,9,424,40
26,Stockholm Rinkeby-Kista,125,9,641,44
26,Storfors,,,<15,<15
26,Storuman,,,<15,<15
26,Strängnäs,37,3,136,12
26,Strömstad,15,4,20,5
26,Strömsund,14,1,16,1
26,Sundbyberg,86,7,450,39
26,Sundsvall,69,11,689,107
26,Sunne,27,2,36,2
26,Surahammar,48,3,49,3
26,Svalöv,,,<15,<15
26,Svedala,14,0,31,1
26,Svenljunga,62,12,67,13
26,Säffle,13,1,20,2
26,Säter,45,3,50,3
26,Sävsjö,34,8,40,9
26,Söderhamn,101,14,258,35
26,Söderköping,60,1,88,1
26,Södertälje,105,7,1037,73
26,Sölvesborg,,,<15,<15
26,Tanum,27,5,35,7
26,Tibro,137,7,154,8
26,Tidaholm,92,8,118,10
26,Tierp,56,5,118,10
26,Timrå,100,13,179,24
26,Tingsryd,78,2,97,2
26,Tjörn,34,4,54,7
26,Tomelilla,,,<15,<15
26,Torsby,33,8,38,9
26,Torsås,42,0,30,0
26,Tranemo,84,16,100,19
26,Tranås,53,16,101,31
26,Trelleborg,25,5,115,23
26,Trollhättan,85,10,501,60
26,Trosa,57,7,78,9
26,Tyresö,86,5,418,23
26,Täby,57,5,412,39
26,Töreboda,180,20,167,19
26,Uddevalla,64,6,361,33
26,Ulricehamn,96,13,236,31
26,Umeå,25,3,323,38
26,Upplands Väsby,90,6,420,29
26,Upplands-Bro,57,5,168,15
26,Uppsala,98,12,2264,280
26,Uppvidinge,29,0,28,0
26,Vadstena,77,22,57,16
26,Vaggeryd,79,20,113,28
26,Valdemarsvik,90,4,71,3
26,Vallentuna,38,6,129,19
26,Vansbro,53,3,36,2
26,Vara,42,1,67,2
26,Varberg,62,9,400,56
26,Vaxholm,67,5,81,6
26,Vellinge,27,2,98,9
26,Vetlanda,69,10,190,28
26,Vilhelmina,,,<15,<15
26,Vimmerby,,,<15,<15
26,Vindeln,42,2,23,1
26,Vingåker,77,1,70,1
26,Vårgårda,75,7,88,8
26,Vänersborg,69,4,275,17
26,Vännäs,,,<15,<15
26,Värmdö,72,5,324,24
26,Värnamo,77,8,267,29
26,Västervik,25,5,91,20
26,Västerås,91,9,1404,132
26,Växjö,44,2,410,19
26,Ydre,,,<15,<15
26,Ystad,7,2,21,7
26,Åmål,52,6,65,8
26,Ånge,34,3,32,3
26,Åre,105,14,123,17
26,Årjäng,,,<15,<15
26,Åsele,,,<15,<15
26,Åstorp,17,2,27,3
26,Åtvidaberg,69,9,79,10
26,Älmhult,50,1,88,2
26,Älvdalen,,,<15,<15
26,Älvkarleby,59,5,56,5
26,Älvsbyn,,,<15,<15
26,Ängelholm,19,1,79,6
26,Öckerö,95,4,123,5
26,Ödeshög,,,<15,<15
26,Örebro,88,4,1363,65
26,Örkelljunga,,,<15,<15
26,Örnsköldsvik,20,1,113,7
26,Östersund,82,3,520,21
26,Österåker,57,8,261,37
26,Östhammar,63,1,140,3
26,Östra Göinge,18,3,27,5
26,Överkalix,,,<15,<15
26,Övertorneå,54,7,23,3
27,Ale,71,3,224,9
27,Alingsås,91,9,377,39
27,Alvesta,83,1,168,2
27,Aneby,107,7,73,5
27,Arboga,58,5,82,7
27,Arjeplog,,,<15,<15
27,Arvidsjaur,,,<15,<15
27,Arvika,35,3,91,7
27,Askersund,58,1,66,1
27,Avesta,37,3,86,7
27,Bengtsfors,38,8,37,8
27,Berg,89,6,63,4
27,Bjurholm,,,<15,<15
27,Bjuv,17,1,26,2
27,Boden,48,0,134,1
27,Bollebygd,71,4,67,4
27,Bollnäs,75,4,202,11
27,Borgholm,32,2,35,2
27,Borlänge,91,8,479,43
27,Borås,113,7,1276,77
27,Botkyrka,100,5,947,48
27,Boxholm,68,5,37,3
27,Bromölla,15,2,19,2
27,Bräcke,165,8,104,5
27,Burlöv,36,2,69,3
27,Båstad,26,3,40,4
27,Dals-Ed,,,<15,<15
27,Danderyd,68,7,225,23
27,Degerfors,110,1,106,1
27,Dorotea,0,0,0,0
27,Eda,,,<15,<15
27,Ekerö,52,1,148,3
27,Eksjö,81,7,144,12
27,Emmaboda,,,<15,100000
27,Enköping,71,5,320,22
27,Eskilstuna,90,4,965,41
27,Eslöv,13,0,44,1
27,Essunga,50,2,28,1
27,Fagersta,46,2,62,3
27,Falkenberg,49,4,222,19
27,Falköping,46,2,153,7
27,Falun,94,11,557,68
27,Filipstad,69,1,73,1
27,Finspång,77,3,168,7
27,Flen,69,1,115,1
27,Forshaga,33,0,38,0
27,Färgelanda,48,6,32,4
27,Gagnef,83,5,86,5
27,Gislaved,160,19,478,56
27,Gnesta,72,2,82,2
27,Gnosjö,140,20,136,19
27,Gotland,27,1,159,6
27,Grums,38,0,34,0
27,Grästorp,53,4,30,2
27,Gullspång,47,6,25,3
27,Gällivare,305,29,535,50
27,Gävle,88,8,906,79
27,Göteborg Centrum,96,7,617,48
27,Göteborg Örgryte-Härlanda,114,4,697,26
27,Göteborg Lundby,108,5,594,26
27,Gbg Angered,138,9,750,50
27,Göteborg Västra Göteborg,97,6,522,31
27,Göteborg Majorna-Linné,93,6,600,37
27,Göteborg Östra Göteborg,129,6,666,31
27,Göteborg Västra Hisingen,82,7,469,38
27,Göteborg Norra Hisingen,104,8,541,40
27,Göteborg Askim-Frölunda-Högsbo,89,6,571,41
27,Götene,27,1,36,1
27,Habo,70,6,87,7
27,Hagfors,36,3,42,3
27,Hallsberg,54,3,86,4
27,Hallstahammar,71,13,116,21
27,Halmstad,37,3,381,34
27,Hammarö,28,1,47,2
27,Haninge,77,3,712,28
27,Haparanda,,,<15,<15
27,Heby,48,3,67,4
27,Hedemora,38,6,59,9
27,Helsingborg,46,1,675,22
27,Herrljunga,64,1,61,1
27,Hjo,47,2,43,2
27,Hofors,89,11,85,11
27,Huddinge,92,3,1037,37
27,Hudiksvall,108,9,407,33
27,Hultsfred,18,1,25,1
27,Hylte,39,6,42,6
27,Håbo,53,6,117,13
27,Hällefors,108,0,76,0
27,Härjedalen,82,2,83,2
27,Härnösand,38,4,96,9
27,Härryda,76,6,288,22
27,Hässleholm,30,2,158,10
27,Höganäs,33,2,88,6
27,Högsby,27,5,16,3
27,Hörby,16,0,25,0
27,Höör,11,0,19,0
27,Jokkmokk,35,10,17,5
27,Järfälla,85,4,680,33
27,Jönköping,149,9,2097,134
27,Kalix,40,2,63,3
27,Kalmar,38,4,264,30
27,Karlsborg,36,1,25,1
27,Karlshamn,12,2,39,5
27,Karlskoga,67,1,204,4
27,Karlskrona,51,1,338,7
27,Karlstad,39,3,364,24
27,Katrineholm,80,1,277,3
27,Kil,20,1,24,1
27,Kinda,78,0,78,0
27,Kiruna,78,7,178,15
27,Klippan,12,1,21,2
27,Knivsta,64,4,121,7
27,Kramfors,72,4,132,8
27,Kristianstad,11,1,96,5
27,Kristinehamn,45,2,110,6
27,Krokom,58,2,87,3
27,Kumla,81,2,177,5
27,Kungsbacka,50,4,420,35
27,Kungsör,73,6,63,5
27,Kungälv,75,6,349,29
27,Kävlinge,9,0,27,0
27,Köping,74,5,193,14
27,Laholm,55,15,142,38
27,Landskrona,15,1,70,4
27,Laxå,86,4,49,2
27,Lekeberg,40,1,33,1
27,Leksand,48,2,76,3
27,Lerum,93,4,397,18
27,Lessebo,33,1,29,1
27,Lidingö,86,6,412,31
27,Lidköping,71,6,283,26
27,Lilla Edet,62,2,88,3
27,Lindesberg,38,1,89,2
27,Linköping,73,6,1191,98
27,Ljungby,46,0,132,1
27,Ljusdal,54,11,102,20
27,Ljusnarsberg,,,<15,<15
27,Lomma,16,1,40,2
27,Ludvika,42,4,114,11
27,Luleå,28,2,222,15
27,Lund,21,1,267,11
27,Lycksele,,,<15,<15
27,Lysekil,38,1,55,1
27,Malmö Hyllie,28,1,107,5
27,Malmö Limhamn-Bunkeflo,21,1,109,7
27,Malmö Centrum,26,1,147,7
27,Malmö Husie,26,0,62,1
27,Malmös kmn Kirseberg,21,1,34,2
27,Malmö Södra Innerstaden,23,0,83,1
27,Malmö Rosengård,31,1,73,3
27,Malmö Fosie,36,2,169,7
27,Malmö Oxie,21,1,29,2
27,Malmö Västra Innerstaden,23,1,81,3
27,Malung,23,1,23,1
27,Malå,,,<15,<15
27,Mariestad,62,1,153,3
27,Mark,94,10,326,34
27,Markaryd,87,0,90,0
27,Mellerud,29,2,27,2
27,Mjölby,76,6,210,17
27,Mora,41,2,84,4
27,Motala,62,5,271,23
27,Mullsjö,60,3,44,2
27,Munkedal,40,2,42,2
27,Munkfors,217,0,81,0
27,Mölndal,85,5,591,32
27,Mönsterås,37,2,50,3
27,Mörbylånga,29,3,44,4
27,Nacka,81,5,857,53
27,Nora,30,1,32,1
27,Norberg,42,0,24,0
27,Nordanstig,63,1,60,1
27,Nordmaling,28,1,20,1
27,Norrköping,75,2,1071,29
27,Norrtälje,34,3,212,19
27,Norsjö,,,<15,<15
27,Nybro,31,2,62,5
27,Nykvarn,62,7,68,8
27,Nyköping,68,1,383,7
27,Nynäshamn,52,6,150,16
27,Nässjö,120,9,377,29
27,Ockelbo,102,3,60,2
27,Okänd,,,691,35
27,Olofström,13,1,18,1
27,Orsa,,,<15,<15
27,Orust,32,1,48,1
27,Osby,22,2,29,3
27,Oskarshamn,23,4,61,12
27,Ovanåker,84,1,98,1
27,Oxelösund,61,1,73,1
27,Pajala,31,2,19,1
27,Partille,110,6,434,24
27,Perstorp,,,<15,<15
27,Piteå,32,3,134,13
27,Ragunda,36,6,19,3
27,Robertsfors,52,0,35,0
27,Ronneby,19,1,57,2
27,Rättvik,33,5,36,6
27,Sala,103,3,235,7
27,Salem,90,4,150,7
27,Sandviken,103,13,404,52
27,Sigtuna,80,4,390,21
27,Simrishamn,,,<15,<15
27,Sjöbo,11,1,22,1
27,Skara,88,3,166,6
27,Skellefteå,34,2,250,12
27,Skinnskatteberg,,,<15,<15
27,Skurup,11,0,18,0
27,Skövde,101,2,572,14
27,Smedjebacken,48,4,52,4
27,Sollefteå,50,8,95,15
27,Sollentuna,76,4,560,29
27,Solna,83,5,685,38
27,Sorsele,,,<15,<15
27,Sotenäs,52,14,47,13
27,Staffanstorp,15,0,37,1
27,Stenungsund,46,3,124,8
27,Stockholm Rinkeby-Kista,130,5,667,26
27,Stockholm - Kungsholmen,81,5,580,38
27,Stockholms kommun Enskede-Årsta-Vantör,98,5,1010,52
27,Stockholm Bromma,80,5,645,43
27,Stockholm Hägersten-Liljeholmen,77,6,702,58
27,Stockholm Farsta,100,5,598,27
27,Stockholm Älvsjö,97,5,307,15
27,Stockholm Hässelby-Vällingby,82,5,628,38
27,Stockholm kommun Skärholmen,128,7,483,28
27,Stockholm Östermalm,74,5,583,41
27,Skhlm Spånga-Tensta,106,4,412,15
27,Stockholm Norrmalm,89,7,651,50
27,Stockholm Södermalm,82,5,1073,69
27,Stockholm Skarpnäck,97,6,450,26
27,Storfors,,,<15,<15
27,Storuman,,,<15,<15
27,Strängnäs,41,4,151,15
27,Strömstad,19,4,25,5
27,Strömsund,15,1,17,1
27,Sundbyberg,89,4,469,19
27,Sundsvall,79,10,787,98
27,Sunne,27,0,36,0
27,Surahammar,55,7,56,7
27,Svalöv,,,<15,<15
27,Svedala,15,1,34,3
27,Svenljunga,67,5,72,5
27,Säffle,13,0,20,0
27,Säter,48,3,53,3
27,Sävsjö,47,13,55,15
27,Söderhamn,107,7,275,17
27,Söderköping,62,2,91,3
27,Södertälje,108,3,1071,34
27,Sölvesborg,,,<15,<15
27,Tanum,29,2,37,2
27,Tibro,141,4,158,4
27,Tidaholm,97,5,125,7
27,Tierp,57,1,121,3
27,Timrå,106,6,190,11
27,Tingsryd,78,0,97,0
27,Tjörn,36,2,58,4
27,Tomelilla,,,<15,<15
27,Torsby,34,2,40,2
27,Torsås,42,0,30,0
27,Tranemo,91,8,109,9
27,Tranås,61,8,116,15
27,Trelleborg,27,1,121,6
27,Trollhättan,92,7,543,42
27,Trosa,58,1,80,2
27,Tyresö,90,4,435,17
27,Täby,63,6,455,43
27,Töreboda,183,3,170,3
27,Uddevalla,66,2,375,14
27,Ulricehamn,100,4,246,10
27,Umeå,27,2,352,29
27,Upplands Väsby,96,6,449,29
27,Upplands-Bro,62,5,182,14
27,Uppsala,104,6,2393,129
27,Uppvidinge,31,2,30,2
27,Vadstena,83,7,62,5
27,Vaggeryd,85,6,121,8
27,Valdemarsvik,93,3,73,2
27,Vallentuna,43,5,147,18
27,Vansbro,56,3,38,2
27,Vara,42,1,68,1
27,Varberg,65,3,420,20
27,Vaxholm,70,2,84,3
27,Vellinge,27,0,99,1
27,Vetlanda,74,4,202,12
27,Vilhelmina,,,<15,<15
27,Vimmerby,13,8,21,12
27,Vindeln,44,2,24,1
27,Vingåker,77,0,70,0
27,Vårgårda,86,11,101,13
27,Vänersborg,72,3,285,10
27,Vännäs,,,<15,<15
27,Värmdö,74,2,333,9
27,Värnamo,83,5,286,19
27,Västervik,26,2,97,6
27,Västerås,98,7,1515,111
27,Växjö,44,1,416,6
27,Ydre,,,<15,<15
27,Ystad,8,1,24,3
27,Åmål,54,2,68,3
27,Ånge,39,4,36,4
27,Åre,108,3,127,4
27,Årjäng,,,<15,<15
27,Åsele,,,<15,<15
27,Åstorp,17,0,27,9999999
27,Åtvidaberg,69,0,79,0
27,Älmhult,50,0,88,0
27,Älvdalen,,,<15,<15
27,Älvkarleby,61,2,58,2
27,Älvsbyn,,,<15,<15
27,Ängelholm,20,1,85,6
27,Öckerö,95,0,123,0
27,Ödeshög,32,6,17,3
27,Örebro,91,3,1413,50
27,Örkelljunga,,,<15,<15
27,Örnsköldsvik,22,2,123,10
27,Östersund,84,3,536,16
27,Österåker,61,4,280,19
27,Östhammar,63,0,141,1
27,Östra Göinge,19,1,28,1
27,Överkalix,,,<15,<15
27,Övertorneå,54,0,23,0
28,Ale,73,2,229,5
28,Alingsås,94,3,390,13
28,Alvesta,83,0,168,0
28,Aneby,111,4,76,3
28,Arboga,62,4,87,5
28,Arjeplog,,,<15,<15
28,Arvidsjaur,,,<15,<15
28,Arvika,36,1,93,2
28,Askersund,61,3,69,3
28,Avesta,38,0,87,1
28,Bengtsfors,40,2,39,2
28,Berg,95,6,67,4
28,Bjurholm,,,<15,<15
28,Bjuv,17,1,27,1
28,Boden,48,1,136,2
28,Bollebygd,75,4,71,4
28,Bollnäs,80,5,215,13
28,Borgholm,32,0,35,0
28,Borlänge,95,4,499,20
28,Borås,116,3,1308,32
28,Botkyrka,102,2,963,16
28,Boxholm,69,2,38,1
28,Bromölla,16,1,20,1
28,Bräcke,167,2,105,1
28,Burlöv,37,1,70,1
28,Båstad,26,0,40,0
28,Dals-Ed,,,<15,<15
28,Danderyd,71,2,232,7
28,Degerfors,110,0,106,0
28,Dorotea,0,0,0,0
28,Eda,,,<15,<15
28,Ekerö,52,1,150,2
28,Eksjö,88,7,157,13
28,Emmaboda,,,<15,<15
28,Enköping,73,2,329,9
28,Eskilstuna,95,5,1015,50
28,Eslöv,13,0,44,0
28,Essunga,51,2,29,1
28,Fagersta,46,0,62,0
28,Falkenberg,51,2,230,8
28,Falköping,47,1,155,9999999
28,Falun,97,3,575,18
28,Filipstad,70,1,74,1
28,Finspång,78,1,170,2
28,Flen,71,2,118,3
28,Forshaga,33,0,38,0
28,Färgelanda,50,2,33,1
28,Gagnef,85,2,88,2
28,Gislaved,171,11,511,33
28,Gnesta,72,0,82,0
28,Gnosjö,146,6,142,6
28,Gotland,28,2,170,11
28,Grums,38,0,34,0
28,Grästorp,54,2,31,1
28,Gullspång,47,0,25,0
28,Gällivare,326,21,572,37
28,Gävle,95,7,976,70
28,Göteborg Majorna-Linné,97,4,625,25
28,Göteborg Centrum,100,4,640,23
28,Gbg Angered,140,2,761,11
28,Göteborg Östra Göteborg,130,2,674,8
28,Göteborg Askim-Frölunda-Högsbo,92,3,592,21
28,Göteborg Örgryte-Härlanda,116,2,710,13
28,Göteborg Norra Hisingen,107,2,553,12
28,Göteborg Västra Hisingen,85,3,484,15
28,Göteborg Lundby,111,3,613,19
28,Göteborg Västra Göteborg,100,3,538,16
28,Götene,28,1,37,1
28,Habo,72,2,89,2
28,Hagfors,36,0,42,0
28,Hallsberg,57,3,91,5
28,Hallstahammar,81,10,133,17
28,Halmstad,38,1,393,12
28,Hammarö,30,1,49,2
28,Haninge,79,2,727,15
28,Haparanda,,,<15,<15
28,Heby,48,1,68,1
28,Hedemora,39,1,61,2
28,Helsingborg,46,1,685,10
28,Herrljunga,67,2,63,2
28,Hjo,47,0,43,0
28,Hofors,97,8,93,8
28,Huddinge,94,2,1064,27
28,Hudiksvall,117,9,440,33
28,Hultsfred,18,1,26,1
28,Hylte,40,1,43,1
28,Håbo,54,1,119,2
28,Hällefors,108,0,76,0
28,Härjedalen,83,1,84,1
28,Härnösand,40,2,100,4
28,Härryda,77,2,294,6
28,Hässleholm,31,1,163,5
28,Höganäs,35,3,95,7
28,Högsby,27,0,16,0
28,Hörby,16,0,25,0
28,Höör,13,1,21,2
28,Jokkmokk,37,2,18,1
28,Järfälla,86,1,690,10
28,Jönköping,154,5,2170,73
28,Kalix,42,3,67,4
28,Kalmar,39,1,273,9
28,Karlsborg,36,0,25,0
28,Karlshamn,13,1,41,2
28,Karlskoga,67,0,204,0
28,Karlskrona,51,0,341,3
28,Karlstad,40,1,375,11
28,Katrineholm,81,1,280,3
28,Kil,20,0,24,0
28,Kinda,79,1,79,1
28,Kiruna,90,12,206,28
28,Klippan,12,0,21,0
28,Knivsta,65,1,122,1
28,Kramfors,74,2,135,3
28,Kristianstad,12,1,101,5
28,Kristinehamn,46,1,112,2
28,Krokom,61,3,92,5
28,Kumla,82,0,178,1
28,Kungsbacka,51,2,433,13
28,Kungsör,75,2,65,2
28,Kungälv,77,2,358,9
28,Kävlinge,11,3,35,8
28,Köping,78,4,204,11
28,Laholm,57,2,148,6
28,Landskrona,15,0,71,1
28,Laxå,93,7,53,4
28,Lekeberg,41,1,34,1
28,Leksand,49,1,78,2
28,Lerum,95,2,404,7
28,Lessebo,33,0,29,0
28,Lidingö,87,1,419,7
28,Lidköping,72,2,290,7
28,Lilla Edet,62,0,88,0
28,Lindesberg,38,0,89,0
28,Linköping,75,2,1223,32
28,Ljungby,47,0,133,1
28,Ljusdal,61,7,116,14
28,Ljusnarsberg,,,<15,<15
28,Lomma,17,0,41,1
28,Ludvika,43,1,116,2
28,Luleå,29,1,226,4
28,Lund,23,1,284,17
28,Lycksele,,,<15,<15
28,Lysekil,40,2,58,3
28,Malmö Hyllie,29,1,112,5
28,Malmö Limhamn-Bunkeflo,21,1,113,4
28,Malmös kmn Kirseberg,23,2,38,4
28,Malmö Södra Innerstaden,24,1,87,4
28,Malmö Rosengård,34,3,79,6
28,Malmö Husie,27,1,64,2
28,Malmö Oxie,22,1,30,1
28,Malmö Fosie,38,1,175,6
28,Malmö Centrum,28,1,154,7
28,Malmö Västra Innerstaden,24,1,86,5
28,Malung,24,1,24,1
28,Malå,,,<15,<15
28,Mariestad,64,1,156,3
28,Mark,96,2,334,8
28,Markaryd,89,2,92,2
28,Mellerud,29,0,27,0
28,Mjölby,77,1,214,4
28,Mora,42,1,86,2
28,Motala,63,1,277,6
28,Mullsjö,60,0,44,0
28,Munkedal,41,1,43,1
28,Munkfors,217,0,81,0
28,Mölndal,88,2,607,16
28,Mönsterås,37,0,50,0
28,Mörbylånga,29,0,44,0
28,Nacka,84,2,883,26
28,Nora,30,0,32,0
28,Norberg,42,0,24,0
28,Nordanstig,73,9,69,9
28,Nordmaling,28,0,20,0
28,Norrköping,75,0,1078,7
28,Norrtälje,36,2,223,11
28,Norsjö,,,<15,<15
28,Nybro,31,0,63,1
28,Nykvarn,63,1,69,1
28,Nyköping,69,1,389,6
28,Nynäshamn,54,2,155,5
28,Nässjö,123,4,389,12
28,Ockelbo,108,7,64,4
28,Okänd,,,713,22
28,Olofström,15,1,20,2
28,Orsa,,,<15,<15
28,Orust,32,1,49,1
28,Osby,24,2,32,3
28,Oskarshamn,24,2,66,5
28,Ovanåker,94,10,110,12
28,Oxelösund,61,0,73,0
28,Pajala,35,3,21,2
28,Partille,113,2,443,9
28,Perstorp,,,<15,<15
28,Piteå,34,2,144,10
28,Ragunda,38,2,20,1
28,Robertsfors,52,0,35,0
28,Ronneby,20,0,58,1
28,Rättvik,34,1,37,1
28,Sala,105,2,240,5
28,Salem,93,3,155,5
28,Sandviken,112,9,441,37
28,Sigtuna,81,1,397,7
28,Simrishamn,,,<15,<15
28,Sjöbo,12,1,23,1
28,Skara,90,2,170,4
28,Skellefteå,35,0,252,2
28,Skinnskatteberg,,,<15,<15
28,Skurup,12,1,19,1
28,Skövde,103,2,581,9
28,Smedjebacken,48,0,52,0
28,Sollefteå,52,2,99,4
28,Sollentuna,78,2,574,14
28,Solna,85,2,699,14
28,Sorsele,,,<15,<15
28,Sotenäs,57,6,52,5
28,Staffanstorp,15,1,39,2
28,Stenungsund,47,0,125,1
28,Stockholm Östermalm,77,3,605,22
28,Stockholm Norrmalm,93,4,680,29
28,Stockholm Älvsjö,98,1,310,3
28,Stockholm Skarpnäck,98,1,456,6
28,Stockholm Rinkeby-Kista,132,2,678,11
28,Skhlm Spånga-Tensta,108,2,419,7
28,Stockholm Bromma,82,2,660,15
28,Stockholm Farsta,103,3,614,16
28,Stockholm kommun Skärholmen,131,3,495,12
28,Stockholm Södermalm,84,2,1100,27
28,Stockholms kommun Enskede-Årsta-Vantör,101,3,1040,30
