veckonummer,Kommun_stadsdel,tot_antal_fall_per10000inv,antal_fall_per10000_inv,tot_antal_fall,nya_fall_vecka
23,Orsa,,,<15,100000
23,Orust,17,1,26,2
23,Osby,12,1,16,1
23,Oskarshamn,11,0,29,1
23,Ovanåker,69,10,81,12
23,Oxelösund,56,1,67,1
23,Pajala,,,<15,<15
23,Partille,56,12,220,49
23,Perstorp,,,<15,<15
23,Piteå,11,3,47,12
23,Ragunda,,,<15,<15
23,Robertsfors,50,1,34,1
23,Ronneby,13,4,40,13
23,Rättvik,25,1,27,1
23,Sala,63,9,144,20
23,Salem,64,5,107,8
23,Sandviken,53,8,208,30
23,Sigtuna,62,5,302,24
23,Simrishamn,,,<15,<15
23,Sjöbo,10,0,19,0
23,Skara,45,15,84,28
23,Skellefteå,25,2,180,14
23,Skinnskatteberg,,,<15,<15
23,Skurup,,,<15,<15
23,Skövde,50,24,281,133
23,Smedjebacken,40,0,44,0
23,Sollefteå,36,2,69,3
23,Sollentuna,54,5,402,34
23,Solna,60,6,497,47
23,Sorsele,,,<15,<15
23,Sotenäs,24,4,22,4
23,Staffanstorp,9,1,23,3
23,Stenungsund,27,5,71,13
23,Stockholm Östermalm,52,3,408,24
23,Stockholm - Kungsholmen,49,4,352,31
23,Stockholm kommun Skärholmen,90,9,341,33
23,Stockholm Skarpnäck,66,6,309,29
23,Stockholm Bromma,54,5,434,44
23,Stockholm Rinkeby-Kista,106,5,543,28
23,Stockholm Älvsjö,67,5,211,15
23,Stockholm Farsta,71,7,424,42
23,Skhlm Spånga-Tensta,84,5,328,20
23,Stockholm Södermalm,54,5,713,63
23,Stockholm Hässelby-Vällingby,60,6,463,44
23,Stockholm Norrmalm,59,5,435,37
23,Stockholm Hägersten-Liljeholmen,49,5,453,45
23,Stockholms kommun Enskede-Årsta-Vantör,70,7,716,68
23,Storfors,,,<15,<15
23,Storuman,,,<15,<15
23,Strängnäs,27,4,99,14
23,Strömstad,,,<15,<15
23,Strömsund,,,<15,<15
23,Sundbyberg,67,5,351,25
23,Sundsvall,40,10,395,96
23,Sunne,19,2,25,2
23,Surahammar,32,9,32,9
23,Svalöv,,,<15,<15
23,Svedala,13,0,28,1
23,Svenljunga,33,9,36,10
23,Säffle,10,1,16,2
23,Säter,41,4,46,4
23,Sävsjö,20,0,23,0
23,Söderhamn,41,13,105,34
23,Söderköping,49,11,72,16
23,Södertälje,82,6,811,63
23,Sölvesborg,,,<15,<15
23,Tanum,17,2,22,3
23,Tibro,98,39,110,44
23,Tidaholm,65,19,83,24
23,Tierp,42,8,89,16
23,Timrå,72,11,130,19
23,Tingsryd,65,10,81,12
23,Tjörn,24,3,38,5
23,Tomelilla,,,<15,<15
23,Torsby,,,<15,<15
23,Torsås,32,3,23,2
23,Tranemo,28,16,33,19
23,Tranås,18,3,35,5
23,Trelleborg,11,2,49,9
23,Trollhättan,58,10,340,60
23,Trosa,37,4,51,6
23,Tyresö,70,7,338,33
23,Täby,42,4,303,27
23,Töreboda,96,63,89,59
23,Uddevalla,36,6,204,32
23,Ulricehamn,54,15,133,38
23,Umeå,18,1,236,19
23,Upplands Väsby,70,4,329,20
23,Upplands-Bro,42,2,122,5
23,Uppsala,67,10,1550,221
23,Uppvidinge,23,2,22,2
23,Vadstena,26,13,19,10
23,Vaggeryd,37,7,53,10
23,Valdemarsvik,79,29,62,23
23,Vallentuna,23,3,80,9
23,Vansbro,47,4,32,3
23,Vara,25,14,40,23
23,Varberg,42,6,273,36
23,Vaxholm,56,6,67,7
23,Vellinge,17,4,61,13
23,Vetlanda,33,7,92,18
23,Vilhelmina,,,<15,<15
23,Vimmerby,,,<15,<15
23,Vindeln,37,0,20,0
23,Vingåker,71,0,65,0
23,Vårgårda,44,14,52,16
23,Vänersborg,58,5,228,21
23,Vännäs,,,<15,<15
23,Värmdö,53,3,239,15
23,Värnamo,48,5,167,16
23,Västervik,11,2,39,9
23,Västerås,58,7,897,112
23,Växjö,38,2,359,22
23,Ydre,,,<15,<15
23,Ystad,,,<15,<15
23,Åmål,30,4,38,5
23,Ånge,29,9,27,8
23,Åre,58,0,68,0
23,Årjäng,,,<15,<15
23,Åsele,,,<15,<15
23,Åstorp,,,<15,<15
23,Åtvidaberg,44,3,51,3
23,Älmhult,46,5,81,9
23,Älvdalen,,,<15,<15
23,Älvkarleby,47,2,44,2
23,Älvsbyn,,,<15,<15
23,Ängelholm,13,2,54,9
23,Öckerö,75,21,97,27
23,Ödeshög,,,<15,<15
23,Örebro,73,6,1136,99
23,Örkelljunga,,,<15,<15
23,Örnsköldsvik,14,1,80,7
23,Östersund,67,7,426,46
23,Österåker,31,4,143,17
23,Östhammar,58,6,130,14
23,Östra Göinge,,,<15,<15
23,Överkalix,0,0,0,0
23,Övertorneå,,,<15,<15
24,Ale,54,15,170,46
24,Alingsås,57,12,236,49
24,Alvesta,76,5,153,11
24,Aneby,66,6,45,4
24,Arboga,44,2,62,3
24,Arjeplog,,,<15,<15
24,Arvidsjaur,,,<15,<15
24,Arvika,30,3,77,8
24,Askersund,50,3,57,3
24,Avesta,28,1,64,3
24,Bengtsfors,,,<15,<15
24,Berg,74,0,52,0
24,Bjurholm,,,<15,<15
24,Bjuv,11,3,18,4
24,Boden,35,4,99,10
24,Bollebygd,44,14,42,13
24,Bollnäs,61,6,164,15
24,Borgholm,27,2,29,2
24,Borlänge,76,2,398,8
24,Borås,76,14,859,162
24,Botkyrka,77,8,733,75
24,Boxholm,37,4,20,2
24,Bromölla,,,<15,<15
24,Bräcke,137,19,86,12
24,Burlöv,31,2,60,3
24,Båstad,17,3,25,4
24,Dals-Ed,,,<15,<15
24,Danderyd,48,5,159,18
24,Degerfors,100,3,97,3
24,Dorotea,0,0,0,0
24,Eda,,,<15,<15
24,Ekerö,38,2,109,5
24,Eksjö,60,6,106,10
24,Emmaboda,,,<15,<15
24,Enköping,45,5,206,23
24,Eskilstuna,71,7,763,77
24,Eslöv,12,0,41,0
24,Essunga,42,19,24,11
24,Fagersta,41,5,55,7
24,Falkenberg,36,9,162,41
24,Falköping,33,9,110,30
24,Falun,64,4,383,26
24,Filipstad,61,5,65,5
24,Finspång,65,12,143,26
24,Flen,63,4,105,6
24,Forshaga,31,3,36,4
24,Färgelanda,38,9,25,6
24,Gagnef,71,1,73,1
24,Gislaved,32,13,96,39
24,Gnesta,69,4,78,4
24,Gnosjö,77,16,75,16
24,Gotland,19,4,113,21
24,Grums,30,12,27,11
24,Grästorp,33,4,19,2
24,Gullspång,,,<15,<15
24,Gällivare,72,41,127,72
24,Gävle,58,7,596,68
24,Göteborg Centrum,67,16,427,104
24,Göteborg Örgryte-Härlanda,86,17,525,104
24,Göteborg Västra Hisingen,55,14,312,82
24,Göteborg Norra Hisingen,60,16,313,81
24,Göteborg Majorna-Linné,63,14,402,92
24,Gbg Angered,95,28,517,153
24,Göteborg Västra Göteborg,73,17,392,90
24,Göteborg Lundby,77,20,426,108
24,Göteborg Askim-Frölunda-Högsbo,62,12,397,78
24,Göteborg Östra Göteborg,98,19,509,100
24,Götene,19,3,25,4
24,Habo,42,17,52,21
24,Hagfors,28,8,32,9
24,Hallsberg,47,3,75,4
24,Hallstahammar,40,8,65,13
24,Halmstad,26,5,271,49
24,Hammarö,20,2,33,3
24,Haninge,62,4,568,33
24,Haparanda,,,<15,<15
24,Heby,35,4,49,5
24,Hedemora,25,3,39,5
24,Helsingborg,32,5,473,68
24,Herrljunga,46,6,44,6
24,Hjo,27,13,25,12
24,Hofors,56,0,54,0
24,Huddinge,73,6,829,71
24,Hudiksvall,80,12,302,46
24,Hultsfred,15,4,22,6
24,Hylte,20,4,22,4
24,Håbo,39,2,86,4
24,Hällefors,106,0,74,-199
24,Härjedalen,68,2,69,2
24,Härnösand,30,2,75,5
24,Härryda,47,16,180,61
24,Hässleholm,18,4,92,21
24,Höganäs,21,3,56,8
24,Högsby,,,<15,<15
24,Hörby,15,3,24,5
24,Höör,,,<15,<15
24,Jokkmokk,,,<15,<15
24,Järfälla,67,9,538,70
24,Jönköping,90,26,1273,372
24,Kalix,28,14,44,22
24,Kalmar,28,3,194,20
24,Karlsborg,,,<15,<15
24,Karlshamn,8,2,25,6
24,Karlskoga,58,5,176,15
24,Karlskrona,43,9,288,61
24,Karlstad,27,3,257,32
24,Katrineholm,75,1,262,2
24,Kil,17,2,20,2
24,Kinda,78,3,78,3
24,Kiruna,55,6,126,14
24,Klippan,,,<15,<15
24,Knivsta,50,10,94,18
24,Kramfors,60,3,110,5
24,Kristianstad,9,1,79,11
24,Kristinehamn,33,5,81,13
24,Krokom,48,4,72,6
24,Kumla,72,3,156,6
24,Kungsbacka,33,4,282,31
24,Kungsör,53,6,46,5
24,Kungälv,49,10,225,47
24,Kävlinge,5,1,17,3
24,Köping,57,5,149,12
24,Laholm,28,0,73,0
24,Landskrona,8,1,39,4
24,Laxå,83,2,47,1
24,Lekeberg,35,0,29,0
24,Leksand,44,3,69,5
24,Lerum,57,14,241,59
24,Lessebo,22,11,19,10
24,Lidingö,66,6,320,30
24,Lidköping,48,13,193,52
24,Lilla Edet,40,5,57,7
24,Lindesberg,34,1,81,3
24,Linköping,52,6,842,90
24,Ljungby,45,3,129,9
24,Ljusdal,35,4,66,8
24,Ljusnarsberg,,,<15,<15
24,Lomma,14,1,35,3
24,Ludvika,32,1,85,2
24,Luleå,18,3,141,24
24,Lund,17,2,208,22
24,Lycksele,,,<15,<15
24,Lysekil,30,9,43,13
24,Malmö Centrum,21,2,115,13
24,Malmö Fosie,24,5,114,23
24,Malmö Hyllie,21,2,81,7
24,Malmö Oxie,17,1,23,2
24,Malmö Husie,22,3,51,6
24,Malmö Limhamn-Bunkeflo,17,2,89,9
24,Malmö Rosengård,25,1,59,2
24,Malmö Västra Innerstaden,17,1,61,3
24,Malmös kmn Kirseberg,16,1,26,1
24,Malmö Södra Innerstaden,17,1,63,5
24,Malung,21,3,21,3
24,Malå,,,<15,<15
24,Mariestad,41,16,100,39
24,Mark,54,14,186,50
24,Markaryd,83,1,86,1
24,Mellerud,21,2,20,2
24,Mjölby,35,4,98,12
24,Mora,37,6,75,12
24,Motala,37,9,162,41
24,Mullsjö,26,5,19,4
24,Munkedal,27,0,28,0
24,Munkfors,193,35,72,13
24,Mölndal,58,13,405,88
24,Mönsterås,29,7,39,10
24,Mörbylånga,20,3,31,5
24,Nacka,64,6,674,58
24,Nora,22,2,24,2
24,Norberg,39,5,22,3
24,Nordanstig,36,16,34,15
24,Nordmaling,,,<15,<15
24,Norrköping,66,5,938,69
24,Norrtälje,25,3,159,17
24,Norsjö,,,<15,<15
24,Nybro,24,2,49,5
24,Nykvarn,45,2,50,2
24,Nyköping,59,3,334,16
24,Nynäshamn,34,3,97,8
24,Nässjö,76,16,239,51
24,Ockelbo,71,7,42,4
24,Okänd,,,549,69
24,Olofström,,,<15,<15
24,Orsa,,,<15,<15
24,Orust,22,5,34,8
24,Osby,14,2,18,2
24,Oskarshamn,13,2,34,5
24,Ovanåker,77,8,90,9
24,Oxelösund,58,2,69,2
24,Pajala,,,<15,<15
24,Partille,73,17,286,66
24,Perstorp,,,<15,<15
24,Piteå,18,7,75,28
24,Ragunda,30,2,16,1
24,Robertsfors,52,1,35,1
24,Ronneby,17,3,49,9
24,Rättvik,25,0,27,0
24,Sala,79,16,180,36
24,Salem,72,8,120,13
24,Sandviken,61,8,239,31
24,Sigtuna,64,2,312,10
24,Simrishamn,,,<15,<15
24,Sjöbo,11,1,21,2
24,Skara,71,26,133,49
24,Skellefteå,27,2,194,14
24,Skinnskatteberg,,,<15,<15
24,Skurup,,,<15,<15
24,Skövde,70,20,395,114
24,Smedjebacken,42,2,46,2
24,Sollefteå,37,1,71,2
24,Sollentuna,60,6,443,41
24,Solna,66,5,542,45
24,Sorsele,,,<15,<15
24,Sotenäs,33,9,30,8
24,Staffanstorp,11,2,27,4
24,Stenungsund,31,5,84,13
24,Stockholm Norrmalm,65,5,474,39
24,Stockholm Farsta,80,9,477,53
24,Skhlm Spånga-Tensta,91,6,353,25
24,Stockholm kommun Skärholmen,98,8,371,30
24,Stockholm Älvsjö,73,6,230,19
24,Stockholm Bromma,60,7,487,53
24,Stockholm Östermalm,56,4,441,33
24,Stockholm - Kungsholmen,58,9,416,64
24,Stockholm Skarpnäck,73,6,337,28
24,Stockholm Hägersten-Liljeholmen,54,5,498,45
24,Stockholm Södermalm,60,5,783,70
24,Stockholms kommun Enskede-Årsta-Vantör,76,7,786,70
24,Stockholm Rinkeby-Kista,112,6,574,31
24,Stockholm Hässelby-Vällingby,66,5,503,40
24,Storfors,,,<15,<15
24,Storuman,,,<15,<15
24,Strängnäs,32,5,117,18
24,Strömstad,,,<15,<15
24,Strömsund,,,<15,<15
24,Sundbyberg,73,6,382,31
24,Sundsvall,49,9,484,89
24,Sunne,22,3,29,4
24,Surahammar,39,7,39,7
24,Svalöv,,,<15,<15
24,Svedala,13,0,28,0
24,Svenljunga,43,9,46,10
24,Säffle,12,1,18,2
24,Säter,41,0,46,0
24,Sävsjö,22,3,26,3
24,Söderhamn,71,30,181,76
24,Söderköping,57,8,83,11
24,Södertälje,90,8,886,75
24,Sölvesborg,,,<15,<15
24,Tanum,19,2,25,3
24,Tibro,121,23,136,26
24,Tidaholm,78,13,100,17
24,Tierp,45,3,95,6
24,Timrå,78,6,140,10
24,Tingsryd,74,9,92,11
24,Tjörn,26,2,42,4
24,Tomelilla,,,<15,<15
24,Torsby,,,<15,<15
24,Torsås,32,0,23,0
24,Tranemo,51,23,61,28
24,Tranås,27,9,52,17
24,Trelleborg,14,3,64,15
24,Trollhättan,66,9,391,51
24,Trosa,47,9,64,13
24,Tyresö,76,6,366,28
24,Täby,46,4,329,26
24,Töreboda,143,47,133,44
24,Uddevalla,48,12,271,67
24,Ulricehamn,70,16,173,40
24,Umeå,20,2,258,22
24,Upplands Väsby,76,6,356,27
24,Upplands-Bro,45,3,132,10
24,Uppsala,76,8,1745,195
24,Uppvidinge,27,4,26,4
24,Vadstena,35,9,26,7
24,Vaggeryd,47,10,67,14
24,Valdemarsvik,80,1,63,1
24,Vallentuna,26,3,90,10
24,Vansbro,50,3,34,2
24,Vara,35,10,56,16
24,Varberg,48,6,309,36
24,Vaxholm,61,5,73,6
24,Vellinge,21,4,76,15
24,Vetlanda,47,13,129,37
24,Vilhelmina,,,<15,<15
24,Vimmerby,,,<15,<15
24,Vindeln,37,0,20,0
24,Vingåker,72,1,66,1
24,Vårgårda,64,20,76,24
24,Vänersborg,62,5,246,18
24,Vännäs,,,<15,<15
24,Värmdö,59,6,267,28
24,Värnamo,57,9,197,30
24,Västervik,15,4,55,16
24,Västerås,70,12,1086,189
24,Växjö,41,3,384,25
24,Ydre,,,<15,<15
24,Ystad,,,<15,<15
24,Åmål,36,6,46,8
24,Ånge,29,0,27,0
24,Åre,76,18,89,21
24,Årjäng,,,<15,<15
24,Åsele,,,<15,<15
24,Åstorp,12,3,19,4
24,Åtvidaberg,54,10,62,11
24,Älmhult,48,2,85,4
24,Älvdalen,,,<15,<15
24,Älvkarleby,52,5,49,5
24,Älvsbyn,,,<15,<15
24,Ängelholm,15,2,63,9
24,Öckerö,82,7,106,9
24,Ödeshög,,,<15,<15
24,Örebro,79,6,1229,93
24,Örkelljunga,,,<15,<15
24,Örnsköldsvik,16,2,90,10
24,Östersund,72,5,459,33
24,Österåker,38,7,173,30
24,Östhammar,60,1,133,3
24,Östra Göinge,,,<15,<15
24,Överkalix,,,<15,<15
24,Övertorneå,44,9,19,4
25,Ale,62,8,196,26
25,Alingsås,68,11,280,44
25,Alvesta,82,6,166,13
25,Aneby,79,13,54,9
25,Arboga,48,4,67,5
25,Arjeplog,,,<15,<15
25,Arvidsjaur,,,<15,<15
25,Arvika,30,0,78,1
25,Askersund,55,5,63,6
25,Avesta,30,2,69,5
25,Bengtsfors,25,12,24,12
25,Berg,82,8,58,6
25,Bjurholm,,,<15,<15
25,Bjuv,14,3,22,4
25,Boden,41,5,114,15
25,Bollebygd,58,14,55,13
25,Bollnäs,64,3,172,8
25,Borgholm,28,1,30,1
25,Borlänge,77,1,404,6
25,Borås,88,12,1000,141
25,Botkyrka,88,10,830,97
25,Boxholm,53,16,29,9
25,Bromölla,12,4,16,5
25,Bräcke,144,8,91,5
25,Burlöv,32,1,61,1
25,Båstad,19,2,28,3
25,Dals-Ed,,,<15,<15
25,Danderyd,56,8,184,25
25,Degerfors,106,5,102,5
25,Dorotea,0,0,0,0
25,Eda,,,<15,<15
25,Ekerö,45,7,130,21
25,Eksjö,65,5,115,9
25,Emmaboda,,,<15,<15
25,Enköping,53,8,242,36
25,Eskilstuna,77,6,824,61
25,Eslöv,12,0,42,1
25,Essunga,44,2,25,1
25,Fagersta,43,2,58,3
25,Falkenberg,38,2,172,10
25,Falköping,36,3,121,11
25,Falun,70,5,413,30
25,Filipstad,65,4,69,4
25,Finspång,72,7,158,15
25,Flen,66,3,110,5
25,Forshaga,31,0,36,0
25,Färgelanda,42,5,28,3
25,Gagnef,73,2,75,2
25,Gislaved,85,53,256,160
25,Gnesta,70,1,79,1
25,Gnosjö,95,18,92,17
25,Gotland,22,3,132,19
25,Grums,35,6,32,5
25,Grästorp,39,5,22,3
25,Gullspång,30,4,16,2
25,Gällivare,167,95,293,166
25,Gävle,65,7,670,74
25,Göteborg Östra Göteborg,110,11,567,58
25,Göteborg Västra Göteborg,83,11,449,57
25,Göteborg Askim-Frölunda-Högsbo,72,10,462,65
25,Göteborg Majorna-Linné,76,13,486,84
25,Göteborg Centrum,78,11,499,72
25,Göteborg Örgryte-Härlanda,97,12,597,72
25,Göteborg Lundby,90,13,497,71
25,Göteborg Västra Hisingen,66,11,375,63
25,Gbg Angered,113,18,614,97
25,Göteborg Norra Hisingen,79,19,409,96
25,Götene,23,4,30,5
25,Habo,55,13,68,16
25,Hagfors,33,5,38,6
25,Hallsberg,50,3,79,4
25,Hallstahammar,45,6,74,9
25,Halmstad,30,4,307,36
25,Hammarö,24,4,39,6
25,Haninge,68,6,625,57
25,Haparanda,,,<15,<15
25,Heby,37,2,52,3
25,Hedemora,27,2,42,3
25,Helsingborg,40,8,587,114
25,Herrljunga,53,6,50,6
25,Hjo,34,7,31,6
25,Hofors,59,3,57,3
25,Huddinge,82,8,920,91
25,Hudiksvall,91,11,344,42
25,Hultsfred,17,1,24,2
25,Hylte,23,3,25,3
25,Håbo,44,5,96,10
25,Hällefors,108,3,76,2
25,Härjedalen,75,7,76,7
25,Härnösand,32,2,81,6
25,Härryda,58,11,221,41
25,Hässleholm,23,5,118,26
25,Höganäs,29,9,79,23
25,Högsby,,,<15,<15
25,Hörby,16,1,25,1
25,Höör,10,1,16,1
25,Jokkmokk,,,<15,<15
25,Järfälla,76,8,604,66
25,Jönköping,115,25,1623,350
25,Kalix,30,3,48,4
25,Kalmar,31,3,218,24
25,Karlsborg,24,4,17,3
25,Karlshamn,9,1,29,4
25,Karlskoga,63,5,191,15
25,Karlskrona,47,4,312,24
25,Karlstad,30,3,286,29
25,Katrineholm,75,0,262,0
25,Kil,17,1,21,1
25,Kinda,78,0,78,0
25,Kiruna,57,2,130,4
25,Klippan,10,2,18,3
25,Knivsta,55,5,104,10
25,Kramfors,66,6,121,11
25,Kristianstad,10,1,86,7
25,Kristinehamn,40,7,98,17
25,Krokom,53,5,80,8
25,Kumla,75,3,163,7
25,Kungsbacka,38,5,322,40
25,Kungsör,59,6,51,5
25,Kungälv,59,11,275,50
25,Kävlinge,8,2,24,7
25,Köping,63,6,165,16
25,Laholm,29,1,76,3
25,Landskrona,12,4,56,17
25,Laxå,83,0,47,0
25,Lekeberg,38,2,31,2
25,Leksand,45,1,71,2
25,Lerum,73,16,309,68
25,Lessebo,29,7,25,6
25,Lidingö,74,7,356,36
25,Lidköping,52,4,210,17
25,Lilla Edet,50,9,70,13
25,Lindesberg,36,1,84,3
25,Linköping,58,7,953,111
25,Ljungby,46,0,130,1
25,Ljusdal,35,0,66,0
25,Ljusnarsberg,,,<15,<15
25,Lomma,14,0,36,1
25,Ludvika,33,1,88,3
25,Luleå,22,4,171,30
25,Lund,18,2,231,23
25,Lycksele,,,<15,<15
25,Lysekil,35,5,51,8
25,Malmö Husie,24,3,57,6
25,Malmö Limhamn-Bunkeflo,18,1,96,7
25,Malmö Västra Innerstaden,19,2,68,7
25,Malmö Södra Innerstaden,20,2,72,9
25,Malmö Centrum,23,3,130,15
25,Malmö Fosie,30,6,141,27
25,Malmös kmn Kirseberg,17,1,27,1
25,Malmö Hyllie,23,2,89,8
25,Malmö Oxie,19,2,26,3
25,Malmö Rosengård,27,1,62,3
25,Malung,21,0,21,0
25,Malå,,,<15,<15
25,Mariestad,51,10,124,24
25,Mark,65,12,226,40
25,Markaryd,85,2,88,2
25,Mellerud,25,3,23,3
25,Mjölby,51,15,141,43
25,Mora,38,1,77,2
25,Motala,49,12,213,51
25,Mullsjö,40,14,29,10
25,Munkedal,33,7,35,7
25,Munkfors,203,11,76,4
25,Mölndal,70,11,483,78
25,Mönsterås,34,4,45,6
25,Mörbylånga,24,3,36,5
25,Nacka,70,6,736,62
25,Nora,24,2,26,2
25,Norberg,42,4,24,2
25,Nordanstig,52,16,49,15
25,Nordmaling,27,7,19,5
25,Norrköping,69,4,992,54
25,Norrtälje,28,3,177,18
25,Norsjö,,,<15,<15
25,Nybro,26,2,53,4
25,Nykvarn,47,2,52,2
25,Nyköping,62,3,352,18
25,Nynäshamn,38,4,109,12
25,Nässjö,94,18,296,57
25,Ockelbo,90,19,53,11
25,Okänd,,,608,59
25,Olofström,12,3,16,4
25,Orsa,,,<15,<15
25,Orust,26,3,39,5
25,Osby,18,5,24,6
25,Oskarshamn,14,1,38,4
25,Ovanåker,79,2,92,2
25,Oxelösund,58,1,70,1
25,Pajala,26,3,16,2
25,Partille,87,14,342,56
25,Perstorp,,,<15,<15
25,Piteå,23,5,96,21
25,Ragunda,30,0,16,0
25,Robertsfors,52,0,35,0
25,Ronneby,17,1,51,2
25,Rättvik,26,1,28,1
25,Sala,91,13,209,29
25,Salem,79,7,132,12
25,Sandviken,71,10,277,38
25,Sigtuna,70,7,345,33
25,Simrishamn,,,<15,<15
25,Sjöbo,11,0,21,0
25,Skara,79,8,148,15
25,Skellefteå,30,3,218,24
25,Skinnskatteberg,,,<15,<15
25,Skurup,11,1,17,2
25,Skövde,86,16,483,88
25,Smedjebacken,43,1,47,1
25,Sollefteå,39,2,74,3
25,Sollentuna,66,6,490,47
25,Solna,72,6,595,53
25,Sorsele,,,<15,<15
25,Sotenäs,34,1,31,1
25,Staffanstorp,13,2,33,6
25,Stenungsund,35,4,94,10
25,Stockholm Bromma,67,6,537,50
25,Skhlm Spånga-Tensta,96,5,372,19
25,Stockholm Skarpnäck,83,10,384,47
25,Stockholm Södermalm,69,10,908,125
25,Stockholm Älvsjö,83,10,263,33
25,Stockholm kommun Skärholmen,108,10,408,37
25,Stockholm Rinkeby-Kista,117,4,597,23
25,Stockholm Östermalm,64,7,498,57
25,Stockholm - Kungsholmen,68,10,485,69
25,Stockholm Norrmalm,74,9,539,65
25,Stockholm Hägersten-Liljeholmen,62,8,569,71
25,Stockholms kommun Enskede-Årsta-Vantör,83,6,852,66
25,Stockholm Hässelby-Vällingby,73,7,556,53
25,Stockholm Farsta,87,7,519,42
25,Storfors,,,<15,<15
25,Storuman,,,<15,<15
25,Strängnäs,34,2,124,7
25,Strömstad,,,<15,<15
25,Strömsund,,,<15,<15
25,Sundbyberg,78,6,411,29
25,Sundsvall,59,10,582,98
25,Sunne,26,4,34,5
25,Surahammar,46,7,46,7
25,Svalöv,,,<15,<15
25,Svedala,13,1,30,2
25,Svenljunga,50,7,54,8
25,Säffle,12,0,18,0
25,Säter,42,1,47,1
25,Sävsjö,27,4,31,5
25,Söderhamn,87,16,223,42
25,Söderköping,59,3,87,4
25,Södertälje,97,8,964,78
25,Sölvesborg,,,<15,<15
25,Tanum,22,2,28,3
25,Tibro,130,9,146,10
25,Tidaholm,84,6,108,8
25,Tierp,51,6,108,13
25,Timrå,86,8,155,15
25,Tingsryd,77,2,95,3
25,Tjörn,29,3,47,5
25,Tomelilla,,,<15,<15
25,Torsby,25,12,29,14
25,Torsås,42,10,30,7
25,Tranemo,68,17,81,20
25,Tranås,37,9,70,18
25,Trelleborg,20,6,92,28
25,Trollhättan,75,8,441,50
25,Trosa,50,4,69,5
25,Tyresö,82,6,395,29
25,Täby,52,6,373,44
25,Töreboda,159,16,148,15
25,Uddevalla,58,10,328,57
25,Ulricehamn,83,13,205,32
25,Umeå,22,2,285,27
25,Upplands Väsby,84,7,391,35
25,Upplands-Bro,52,7,153,21
25,Uppsala,86,10,1984,239
25,Uppvidinge,29,2,28,2
25,Vadstena,55,20,41,15
25,Vaggeryd,60,13,85,18
25,Valdemarsvik,86,6,68,5
25,Vallentuna,32,6,110,20
25,Vansbro,50,0,34,0
25,Vara,41,6,65,9
25,Varberg,53,5,344,35
25,Vaxholm,62,2,75,2
25,Vellinge,24,4,89,13
25,Vetlanda,59,12,162,33
25,Vilhelmina,,,<15,<15
25,Vimmerby,,,<15,<15
25,Vindeln,41,4,22,2
25,Vingåker,76,3,69,3
25,Vårgårda,68,3,80,4
25,Vänersborg,65,3,258,12
25,Vännäs,,,<15,<15
25,Värmdö,67,7,300,33
25,Värnamo,69,12,238,41
25,Västervik,19,4,71,16
25,Västerås,83,12,1272,186
25,Växjö,42,1,391,7
25,Ydre,,,<15,<15
25,Ystad,,,<15,<15
25,Åmål,45,9,57,11
25,Ånge,31,2,29,2
25,Åre,90,14,106,17
25,Årjäng,,,<15,<15
25,Åsele,,,<15,<15
25,Åstorp,15,3,24,5
25,Åtvidaberg,60,6,69,7
25,Älmhult,49,1,86,1
25,Älvdalen,,,<15,<15
25,Älvkarleby,54,2,51,2
25,Älvsbyn,,,<15,<15
25,Ängelholm,17,2,73,10
25,Öckerö,91,9,118,12
25,Ödeshög,,,<15,<15
25,Örebro,83,4,1298,69
25,Örkelljunga,,,<15,<15
25,Örnsköldsvik,19,3,106,16
25,Östersund,78,6,499,40
25,Österåker,49,11,224,51
25,Östhammar,62,2,137,4
25,Östra Göinge,15,6,22,9
25,Överkalix,,,<15,<15
25,Övertorneå,47,2,20,1
26,Ale,68,6,215,19
26,Alingsås,82,14,338,58
26,Alvesta,82,0,166,0
26,Aneby,99,20,68,14
26,Arboga,53,6,75,8
26,Arjeplog,,,<15,<15
26,Arvidsjaur,,,<15,<15
26,Arvika,32,2,84,6
26,Askersund,57,2,65,2
26,Avesta,34,4,79,10
26,Bengtsfors,30,5,29,5
26,Berg,84,1,59,1
26,Bjurholm,,,<15,<15
26,Bjuv,15,1,24,2
26,Boden,47,7,133,19
26,Bollebygd,66,8,63,8
26,Bollnäs,71,7,191,19
26,Borgholm,30,3,33,3
26,Borlänge,83,6,436,32
26,Borås,106,18,1199,199
26,Botkyrka,95,7,899,69
26,Boxholm,62,9,34,5
26,Bromölla,13,1,17,1
26,Bräcke,157,13,99,8
26,Burlöv,35,3,66,5
26,Båstad,24,5,36,8
26,Dals-Ed,,,<15,<15
26,Danderyd,61,5,202,18
26,Degerfors,109,3,105,3
26,Dorotea,0,0,0,0
26,Eda,,,<15,<15
26,Ekerö,51,5,145,15
26,Eksjö,74,10,132,17
26,Emmaboda,,,<15,<15
26,Enköping,66,12,298,56
26,Eskilstuna,86,9,924,100
26,Eslöv,13,0,43,1
26,Essunga,48,4,27,2
26,Fagersta,44,1,59,1
26,Falkenberg,45,7,203,31
26,Falköping,44,8,146,25
26,Falun,82,13,489,76
26,Filipstad,68,3,72,3
26,Finspång,73,1,161,3
26,Flen,69,2,114,4
26,Forshaga,33,2,38,2
26,Färgelanda,42,0,28,0
26,Gagnef,79,6,81,6
